100  1934
7	22	60
7	24	58
7	25	36
7	26	42
7	27	58
7	33	72
7	34	39
7	35	42
7	36	79
7	37	63
7	39	53
7	40	14
7	43	11
7	45	62
7	49	2
7	50	85
7	53	10
7	55	86
7	58	92
7	61	52
7	63	15
7	64	97
7	67	28
7	68	84
7	69	75
7	70	15
7	72	40
7	74	24
7	75	77
7	79	59
7	82	39
7	83	86
7	84	78
7	87	2
7	88	74
7	90	32
7	92	70
7	93	10
7	95	50
7	96	34
7	99	83
8	12	69
8	13	35
8	14	86
8	25	21
8	26	15
8	34	62
8	35	77
8	39	31
8	41	85
8	43	31
8	48	14
8	51	93
8	52	75
8	54	75
8	56	65
8	60	6
8	61	81
8	62	57
8	68	43
8	69	1
8	71	54
8	73	56
8	76	24
8	77	45
8	81	30
8	84	57
8	86	57
8	87	49
8	89	14
8	90	64
8	94	96
8	97	33
8	98	4
8	99	8
9	10	91
9	14	61
9	15	41
9	16	88
9	18	53
9	21	88
9	24	53
9	29	43
9	31	54
9	32	28
9	35	9
9	36	98
9	38	71
9	39	82
9	40	70
9	46	33
9	50	91
9	52	43
9	54	50
9	55	84
9	57	6
9	59	88
9	62	64
9	63	27
9	66	57
9	69	46
9	71	29
9	72	49
9	77	18
9	78	12
9	81	93
9	84	49
9	85	71
9	92	77
10	12	66
10	13	62
10	18	28
10	26	46
10	27	75
10	28	95
10	29	7
10	32	86
10	33	57
10	36	3
10	38	19
10	40	62
10	42	91
10	47	89
10	49	29
10	50	29
10	51	41
10	52	46
10	55	69
10	56	35
10	58	43
10	62	25
10	71	43
10	73	90
10	76	90
10	77	43
10	84	57
10	88	66
10	91	4
10	95	44
10	97	28
10	98	83
10	99	46
11	13	3
11	14	32
11	17	67
11	19	50
11	21	62
11	23	70
11	24	97
11	25	62
11	26	37
11	30	68
11	31	75
11	32	7
11	44	75
11	45	21
11	46	8
11	47	34
11	48	1
11	50	65
11	51	20
11	54	70
11	57	53
11	61	54
11	63	20
11	65	35
11	67	72
11	69	91
11	70	6
11	74	54
11	81	93
11	82	17
11	83	85
11	85	60
11	88	72
11	89	88
11	90	69
11	92	40
11	94	29
11	95	84
11	96	14
12	15	4
12	16	72
12	18	81
12	21	40
12	23	25
12	28	51
12	29	80
12	31	36
12	32	22
12	41	33
12	43	82
12	49	71
12	50	38
12	53	45
12	54	54
12	56	79
12	59	96
12	62	46
12	71	23
12	72	26
12	76	16
12	78	32
12	79	71
12	80	60
12	89	10
12	92	15
12	93	75
12	96	56
12	98	78
13	14	85
13	15	51
13	16	68
13	18	18
13	19	64
13	20	81
13	23	18
13	24	89
13	25	72
13	29	68
13	32	72
13	36	23
13	37	15
13	42	39
13	43	16
13	49	81
13	52	44
13	63	24
13	64	14
13	66	9
13	71	33
13	79	4
13	99	56
14	16	23
14	20	74
14	21	26
14	22	45
14	26	45
14	27	58
14	29	20
14	35	27
14	36	72
14	37	16
14	38	37
14	44	24
14	47	42
14	49	94
14	57	90
14	63	21
14	66	43
14	70	27
14	72	56
14	73	53
14	80	89
14	83	3
14	85	29
14	86	25
14	91	14
14	92	70
14	95	24
15	19	30
15	20	75
15	21	60
15	26	58
15	27	81
15	28	55
15	30	67
15	31	11
15	35	83
15	38	96
15	42	15
15	46	44
15	51	25
15	52	49
15	58	36
15	59	21
15	63	29
15	67	47
15	68	48
15	76	51
15	80	60
15	81	65
15	82	87
15	88	5
15	91	27
15	92	80
15	96	88
15	99	32
16	20	73
16	22	87
16	24	2
16	27	47
16	29	38
16	33	12
16	35	82
16	37	81
16	38	63
16	41	70
16	42	4
16	49	56
16	53	45
16	58	46
16	59	72
16	66	86
16	67	59
16	70	20
16	75	55
16	76	88
16	77	89
16	79	15
16	83	49
16	84	62
16	85	5
16	87	86
16	89	66
16	92	83
16	95	45
16	98	81
16	99	63
17	18	61
17	24	19
17	26	67
17	28	56
17	37	83
17	41	50
17	42	18
17	44	65
17	46	95
17	47	48
17	49	86
17	60	24
17	61	95
17	65	61
17	66	70
17	67	92
17	69	64
17	71	63
17	77	48
17	82	48
17	83	76
17	84	65
17	90	88
17	91	75
17	94	29
17	97	19
17	98	37
17	99	95
18	22	3
18	23	60
18	25	14
18	27	63
18	28	45
18	32	53
18	35	28
18	36	17
18	40	37
18	42	93
18	43	22
18	45	7
18	46	2
18	50	47
18	53	3
18	56	55
18	58	100
18	63	18
18	64	14
18	66	74
18	69	48
18	70	16
18	72	64
18	76	41
18	80	8
18	81	75
18	82	50
18	85	17
18	90	100
18	92	42
18	96	75
19	20	38
19	25	81
19	27	48
19	28	9
19	29	65
19	38	59
19	39	92
19	41	77
19	43	18
19	45	60
19	47	22
19	48	64
19	51	63
19	52	81
19	53	92
19	54	40
19	63	99
19	64	49
19	66	86
19	68	75
19	69	100
19	70	70
19	71	49
19	79	41
19	83	20
19	85	72
19	87	30
19	88	96
19	89	54
19	95	48
19	96	62
19	97	45
20	21	79
20	23	45
20	26	65
20	28	85
20	29	73
20	30	65
20	31	79
20	32	88
20	34	83
20	35	41
20	38	8
20	39	92
20	40	45
20	41	43
20	45	91
20	48	43
20	50	36
20	51	90
20	54	20
20	57	22
20	61	88
20	62	31
20	65	61
20	68	67
20	69	2
20	70	45
20	71	53
20	72	39
20	79	37
20	80	60
20	81	87
20	82	5
20	84	14
20	85	62
20	86	18
20	89	2
20	93	5
20	96	35
21	22	24
21	27	62
21	28	96
21	31	45
21	33	97
21	35	27
21	39	9
21	40	9
21	42	56
21	44	38
21	45	20
21	50	100
21	52	89
21	62	66
21	64	6
21	72	98
21	74	63
21	75	14
21	81	35
21	82	25
21	83	26
21	85	2
21	89	82
21	93	16
21	94	77
21	95	52
22	24	7
22	25	65
22	27	27
22	33	74
22	35	60
22	36	99
22	40	93
22	42	11
22	46	99
22	55	64
22	56	28
22	57	11
22	60	88
22	63	6
22	66	78
22	67	33
22	68	85
22	70	7
22	74	15
22	75	32
22	76	91
22	77	100
22	80	62
22	83	59
22	85	12
22	88	56
22	90	16
22	92	45
22	94	88
22	96	69
22	97	28
23	27	96
23	28	44
23	29	92
23	31	83
23	34	29
23	35	70
23	36	100
23	37	60
23	42	76
23	44	67
23	45	8
23	47	47
23	48	82
23	49	24
23	51	64
23	52	75
23	53	14
23	54	65
23	56	77
23	59	12
23	60	79
23	61	75
23	63	90
23	64	54
23	67	46
23	70	73
23	75	22
23	79	13
23	82	71
23	85	92
23	86	79
23	90	19
23	91	25
23	92	74
23	95	1
23	96	73
23	98	69
24	25	65
24	26	56
24	28	20
24	29	60
24	33	18
24	34	51
24	35	55
24	37	32
24	40	46
24	41	19
24	42	67
24	46	99
24	50	54
24	51	61
24	57	44
24	59	89
24	60	10
24	67	45
24	68	75
24	69	37
24	70	90
24	76	99
24	78	84
24	79	81
24	80	93
24	81	94
24	82	83
24	85	12
24	86	4
24	87	31
24	88	72
24	89	29
24	93	42
24	94	64
24	98	96
25	26	77
25	31	45
25	36	14
25	40	82
25	41	13
25	44	70
25	46	72
25	48	45
25	54	70
25	55	4
25	58	39
25	59	98
25	64	20
25	65	83
25	70	10
25	77	38
25	79	82
25	81	1
25	92	54
25	93	79
25	94	71
25	97	4
26	30	1
26	31	9
26	34	36
26	35	24
26	36	88
26	40	8
26	42	53
26	45	38
26	49	82
26	54	62
26	55	16
26	56	82
26	61	10
26	66	31
26	69	56
26	73	41
26	75	59
26	80	77
26	84	33
26	86	38
26	87	55
26	92	68
26	95	90
26	96	38
26	97	29
26	98	87
27	31	38
27	35	93
27	40	11
27	42	57
27	51	63
27	56	25
27	58	59
27	60	75
27	61	15
27	62	41
27	63	18
27	66	46
27	67	9
27	72	66
27	74	53
27	76	25
27	78	35
27	80	51
27	82	3
27	85	51
27	86	12
27	87	78
27	90	88
27	91	2
27	97	38
27	99	27
28	30	48
28	38	31
28	39	45
28	41	31
28	45	41
28	47	21
28	48	26
28	54	76
28	55	92
28	56	81
28	59	57
28	60	82
28	61	63
28	62	60
28	64	80
28	66	39
28	67	85
28	68	51
28	70	70
28	71	27
28	72	25
28	76	88
28	85	88
28	86	4
28	88	48
28	89	10
28	91	73
28	94	4
28	99	50
29	30	38
29	32	100
29	33	33
29	34	8
29	35	10
29	37	86
29	39	92
29	40	84
29	43	20
29	46	10
29	47	9
29	49	39
29	52	2
29	53	92
29	67	81
29	71	47
29	72	17
29	73	80
29	75	62
29	77	20
29	78	50
29	80	17
29	81	3
29	83	33
29	84	40
29	86	92
29	88	81
29	92	91
29	93	24
29	96	30
29	98	23
30	33	32
30	36	100
30	38	92
30	39	26
30	43	9
30	45	7
30	47	16
30	53	12
30	56	5
30	58	26
30	62	34
30	64	62
30	66	30
30	68	10
30	74	23
30	75	67
30	76	47
30	79	31
30	81	99
30	82	28
30	83	64
30	87	7
30	93	53
30	95	55
30	96	78
30	98	42
30	99	8
31	32	51
31	33	1
31	40	83
31	47	96
31	48	60
31	49	71
31	50	10
31	53	40
31	54	39
31	56	100
31	63	37
31	64	1
31	65	78
31	66	75
31	67	25
31	70	39
31	71	35
31	79	33
31	81	51
31	86	76
31	87	53
31	91	22
31	94	11
31	95	65
31	98	62
31	99	96
32	35	40
32	38	3
32	39	48
32	44	54
32	46	73
32	49	93
32	50	39
32	51	76
32	55	2
32	58	65
32	59	26
32	63	9
32	66	73
32	69	64
32	71	64
32	72	65
32	73	55
32	74	22
32	75	61
32	81	39
32	83	36
32	84	41
32	86	84
32	87	10
32	93	63
32	99	73
33	36	8
33	37	88
33	43	45
33	44	3
33	46	3
33	53	38
33	56	54
33	57	69
33	61	74
33	62	7
33	63	33
33	65	45
33	68	99
33	69	49
33	71	56
33	72	71
33	73	89
33	77	3
33	82	58
33	84	83
33	85	31
33	87	60
33	88	22
33	92	77
33	95	51
33	99	41
34	37	39
34	39	81
34	42	31
34	44	85
34	45	29
34	46	98
34	47	15
34	51	20
34	58	95
34	60	83
34	61	88
34	65	95
34	67	37
34	68	19
34	69	73
34	73	71
34	79	60
34	84	34
34	85	21
34	94	82
34	95	43
34	96	76
35	39	3
35	41	6
35	43	58
35	45	88
35	47	8
35	48	70
35	49	78
35	51	99
35	53	24
35	54	12
35	62	77
35	65	81
35	66	4
35	67	90
35	68	97
35	70	91
35	71	80
35	78	51
35	79	53
35	84	81
35	86	88
35	87	20
35	91	52
35	94	68
35	95	93
35	96	62
36	37	24
36	42	99
36	43	48
36	44	67
36	48	23
36	50	44
36	53	46
36	67	62
36	68	68
36	69	7
36	70	23
36	72	98
36	75	87
36	81	1
36	82	100
36	83	63
36	84	15
36	86	40
36	87	27
36	90	40
36	95	6
36	98	78
37	38	50
37	40	24
37	41	51
37	45	48
37	46	40
37	50	57
37	51	44
37	52	40
37	53	57
37	54	61
37	61	35
37	66	75
37	67	8
37	68	6
37	70	26
37	72	19
37	75	8
37	76	95
37	77	58
37	78	79
37	79	49
37	81	64
37	84	65
37	86	22
37	88	58
37	89	82
37	93	61
37	95	53
37	97	23
38	39	27
38	41	11
38	42	29
38	45	5
38	46	95
38	47	53
38	48	85
38	49	93
38	51	6
38	54	84
38	58	76
38	59	46
38	66	86
38	68	23
38	70	16
38	72	97
38	77	52
38	78	87
38	79	16
38	83	14
38	84	56
38	87	85
38	95	12
39	41	49
39	45	29
39	46	66
39	47	33
39	50	3
39	56	10
39	62	82
39	63	51
39	65	31
39	67	33
39	69	88
39	70	35
39	71	40
39	72	15
39	73	95
39	74	23
39	75	83
39	76	6
39	77	8
39	79	64
39	82	89
39	85	46
39	90	57
39	98	39
40	42	35
40	45	31
40	47	5
40	48	53
40	49	34
40	52	67
40	53	9
40	58	64
40	61	26
40	62	7
40	63	8
40	64	43
40	66	79
40	67	63
40	72	29
40	73	56
40	75	63
40	76	10
40	78	26
40	79	63
40	83	97
40	88	25
40	90	68
40	92	39
40	96	18
40	99	13
41	43	85
41	44	52
41	45	37
41	49	60
41	50	99
41	51	99
41	53	10
41	56	56
41	59	84
41	60	7
41	61	76
41	66	45
41	71	24
41	72	41
41	75	29
41	77	81
41	80	57
41	82	72
41	83	38
41	89	27
41	93	87
41	94	3
41	96	8
41	98	31
41	99	100
42	43	29
42	45	92
42	46	12
42	50	52
42	61	66
42	63	8
42	66	29
42	68	21
42	70	16
42	71	65
42	73	28
42	76	22
42	77	5
42	82	60
42	83	86
42	85	57
42	86	26
42	90	61
42	91	15
42	92	96
42	94	86
43	45	21
43	46	74
43	50	54
43	54	72
43	56	55
43	58	10
43	59	32
43	61	27
43	62	55
43	64	89
43	66	36
43	68	52
43	71	27
43	72	28
43	74	74
43	77	5
43	81	40
43	85	19
43	87	54
43	89	48
43	90	3
43	92	78
43	93	57
43	94	11
43	95	15
44	45	93
44	47	20
44	48	71
44	51	20
44	54	35
44	55	76
44	56	36
44	58	83
44	59	95
44	63	29
44	64	26
44	65	8
44	68	34
44	71	9
44	73	40
44	75	45
44	78	1
44	79	22
44	81	62
44	87	96
44	89	19
44	99	74
45	46	90
45	48	57
45	53	22
45	57	15
45	59	46
45	61	93
45	65	83
45	66	52
45	70	25
45	74	10
45	78	88
45	79	90
45	85	62
45	90	93
45	91	3
45	92	3
45	97	13
46	47	79
46	51	38
46	52	48
46	54	2
46	57	63
46	62	72
46	64	98
46	65	68
46	66	55
46	67	35
46	71	46
46	79	41
46	85	23
46	86	75
46	87	67
46	90	49
46	91	74
46	96	43
47	48	68
47	53	31
47	54	87
47	56	28
47	59	75
47	61	57
47	75	16
47	82	57
47	85	39
47	88	14
47	92	36
47	93	14
47	94	8
47	99	50
48	50	95
48	52	4
48	55	40
48	56	93
48	58	8
48	62	57
48	63	19
48	64	44
48	71	64
48	73	83
48	77	76
48	81	14
48	83	95
48	86	83
48	90	56
49	53	5
49	54	37
49	55	28
49	56	99
49	57	28
49	60	96
49	61	94
49	65	13
49	66	12
49	72	82
49	73	5
49	75	78
49	78	47
49	79	36
49	80	61
49	83	16
49	85	46
49	88	10
49	90	79
49	92	89
49	93	15
49	94	36
49	95	71
49	98	19
50	51	4
50	54	23
50	55	4
50	56	31
50	57	47
50	60	29
50	69	75
50	70	36
50	72	25
50	73	78
50	78	70
50	80	89
50	81	59
50	84	3
50	86	56
50	90	85
50	93	89
50	94	76
51	57	5
51	58	52
51	63	80
51	64	40
51	65	9
51	66	10
51	67	57
51	72	71
51	73	83
51	78	8
51	86	10
51	88	13
51	92	92
51	93	88
51	97	39
52	54	51
52	55	92
52	56	100
52	57	68
52	60	28
52	61	6
52	63	79
52	64	72
52	65	100
52	66	70
52	67	88
52	68	18
52	71	34
52	73	71
52	75	2
52	76	22
52	77	94
52	78	75
52	79	93
52	80	99
52	83	85
52	84	48
52	86	49
52	88	21
52	94	75
53	54	66
53	55	73
53	56	82
53	57	5
53	62	30
53	65	2
53	66	42
53	67	82
53	72	49
53	74	41
53	82	26
53	84	37
53	88	97
53	89	33
53	93	44
53	95	72
53	97	49
53	98	24
53	99	9
54	55	19
54	56	38
54	58	54
54	61	42
54	62	88
54	65	58
54	66	49
54	67	39
54	69	84
54	75	39
54	77	3
54	78	20
54	85	49
54	88	51
54	89	85
54	91	32
54	94	91
54	95	13
55	56	14
55	63	89
55	64	77
55	67	74
55	68	71
55	70	49
55	71	15
55	77	100
55	80	4
55	82	89
55	83	95
55	84	3
55	86	16
55	87	5
55	88	25
55	89	65
55	94	75
55	95	54
55	96	7
55	99	11
56	58	93
56	61	64
56	62	39
56	64	23
56	68	87
56	73	45
56	75	58
56	78	50
56	84	97
56	85	60
56	87	77
56	89	95
56	98	67
56	99	2
57	60	100
57	62	29
57	63	73
57	70	86
57	71	13
57	72	48
57	74	59
57	75	13
57	78	82
57	79	53
57	84	1
57	85	17
57	86	79
57	87	28
57	88	100
57	90	47
57	92	97
57	95	50
57	98	23
57	99	30
58	60	18
58	64	54
58	65	82
58	70	22
58	71	22
58	91	9
58	92	17
58	95	25
59	61	36
59	62	54
59	63	82
59	65	12
59	68	69
59	69	90
59	70	59
59	72	26
59	74	23
59	75	39
59	77	15
59	79	38
59	83	40
59	84	49
59	85	71
59	87	79
59	88	23
59	91	95
59	93	19
59	95	77
59	97	79
59	98	14
60	66	91
60	69	78
60	72	62
60	74	28
60	75	67
60	76	10
60	78	61
60	79	49
60	80	73
60	81	36
60	85	11
60	86	8
60	87	88
60	92	27
60	93	95
60	97	17
61	66	17
61	67	80
61	70	97
61	72	95
61	78	55
61	81	98
61	83	18
61	84	2
61	85	58
61	87	28
61	90	90
61	95	85
62	70	77
62	73	12
62	74	67
62	77	50
62	80	46
62	82	71
62	85	76
62	90	30
62	94	81
62	96	52
62	97	86
62	99	79
63	64	89
63	67	68
63	69	16
63	75	54
63	77	85
63	78	95
63	80	96
63	81	13
63	82	58
63	83	13
63	89	31
63	90	59
63	91	3
63	92	37
63	95	75
63	96	79
63	97	3
63	98	96
64	65	93
64	68	59
64	69	12
64	72	88
64	73	35
64	75	25
64	78	29
64	82	92
64	87	54
64	88	74
64	89	26
64	90	53
64	93	1
64	96	68
64	97	11
64	99	54
65	69	6
65	70	12
65	72	39
65	75	90
65	76	57
65	78	45
65	81	44
65	82	47
65	84	41
65	87	99
65	88	26
65	89	46
65	90	33
65	91	23
65	94	88
65	98	11
65	99	76
66	67	85
66	68	12
66	70	62
66	75	67
66	76	100
66	80	57
66	83	17
66	85	14
66	87	11
66	88	41
66	90	53
66	91	61
66	92	22
67	70	97
67	74	85
67	76	81
67	83	97
67	86	85
67	92	88
67	96	21
67	98	37
67	99	28
68	70	25
68	71	98
68	72	53
68	73	57
68	74	76
68	75	56
68	85	27
68	86	73
68	87	19
68	91	56
68	92	85
68	96	13
68	99	12
69	74	14
69	75	2
69	80	3
69	84	100
69	86	75
69	87	6
69	88	26
69	91	85
69	94	40
69	99	72
70	73	33
70	75	55
70	76	67
70	81	95
70	82	59
70	84	100
70	89	75
70	90	79
70	99	47
71	74	83
71	76	53
71	77	9
71	79	65
71	81	85
71	84	9
71	87	59
71	88	43
71	94	11
71	96	1
71	97	53
71	98	19
71	99	48
72	75	15
72	77	51
72	79	16
72	81	19
72	82	96
72	86	23
72	90	54
72	92	68
72	93	100
72	94	69
72	95	40
72	98	88
73	75	44
73	76	15
73	88	87
73	89	73
73	90	42
73	93	66
73	99	72
74	75	93
74	77	88
74	80	14
74	84	70
74	89	88
74	92	94
74	93	73
74	95	38
74	96	29
74	97	53
74	98	90
75	76	74
75	78	34
75	79	57
75	82	4
75	83	67
75	84	85
75	88	68
75	90	15
75	92	3
75	95	76
75	97	13
75	98	97
76	78	92
76	79	58
76	81	30
76	83	21
76	85	34
76	86	15
76	92	61
76	93	54
76	97	65
76	98	27
76	99	74
77	93	97
77	94	57
77	95	39
77	97	67
78	79	83
78	81	50
78	86	49
78	90	95
78	92	82
78	93	66
79	81	68
79	82	40
79	84	49
79	87	97
79	90	40
79	91	52
79	92	27
79	93	73
79	97	28
79	98	86
80	83	12
80	84	2
80	86	22
80	91	9
80	96	54
80	97	9
80	98	44
81	83	17
81	88	7
81	91	99
81	94	100
81	97	90
81	98	91
81	99	100
82	84	92
82	85	48
82	89	18
82	94	7
82	97	76
83	85	34
83	87	10
83	88	98
83	98	72
84	87	19
84	88	11
84	92	3
84	93	85
84	94	3
84	97	4
84	99	46
85	89	97
85	93	1
85	99	71
86	87	94
86	88	24
86	92	62
86	96	71
86	97	16
87	88	7
87	89	100
87	91	67
87	92	27
87	95	32
87	97	66
88	89	29
88	96	79
88	98	14
88	99	79
89	90	90
89	95	66
89	97	75
90	91	62
90	92	42
90	93	44
90	95	46
90	97	46
90	98	99
90	99	80
91	96	28
91	97	95
91	98	38
92	93	70
92	95	61
92	99	8
93	95	85
93	96	39
93	98	58
93	99	4
95	96	42
95	97	68
95	98	27
95	99	69
96	97	84
85
98
97
22
67
80
24
72
8
57
74
4
43
87
10
84
17
37
14
16
56
67
11
87
70
50
79
23
65
2
39
70
26
29
60
7
11
79
53
41
12
9
85
16
29
39
63
58
18
39
33
29
13
12
29
4
55
8
85
5
31
79
78
59
41
1
95
24
9
80
72
95
74
67
23
64
25
62
21
74
26
85
76
37
66
69
29
23
35
55
3
60
77
23
9
25
36
49
28
33
